client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
4484a7d273f9ba53f36cbf3877d8ff26a2ff415cf320df92fa0230ee852ec0d68a9376b6c328497daf8558c34083ace311c07edf95408e4f23351981fe165ed2	common_voice_nl_17693994.mp3	De gehele getallen zijn slechts een deelverzameling van alle getallen.	0	2				nl	
4484a7d273f9ba53f36cbf3877d8ff26a2ff415cf320df92fa0230ee852ec0d68a9376b6c328497daf8558c34083ace311c07edf95408e4f23351981fe165ed2	common_voice_nl_17693997.mp3	De dronken chauffeur had teveel gedronken en blies daardoor positief tijdens de alcoholcontrole.	0	2				nl	
116358fb4a88b33915a3718890f1ea0eb302e9c7d4a20f101eed76b576c09af7cc2982e68b0a8ab569762fbb57f2fd94a64cd2f913cea754a0f68c6c55f0c527	common_voice_nl_17694014.mp3	Mensen met een zware psychische stoornis belanden doorgaans in een gesticht.	1	2				nl	
116358fb4a88b33915a3718890f1ea0eb302e9c7d4a20f101eed76b576c09af7cc2982e68b0a8ab569762fbb57f2fd94a64cd2f913cea754a0f68c6c55f0c527	common_voice_nl_17694026.mp3	Als je batterij plat is dan moet je ze opladen.	1	3				nl	
9c0f2e7e8ae10ab5af81e8156efdbc6c5d55e076f32de7ca1da50b18aa6f6e96449399183b82ecefc56237ae08bd857e77eafd41fdf194140a62f55ed62b8e41	common_voice_nl_17694044.mp3	Ze had haar haar in een knotje.	1	2	twenties	male	Nederlands Nederlands	nl	
9c0f2e7e8ae10ab5af81e8156efdbc6c5d55e076f32de7ca1da50b18aa6f6e96449399183b82ecefc56237ae08bd857e77eafd41fdf194140a62f55ed62b8e41	common_voice_nl_17694047.mp3	In het centrum staat een prachtige kathedraal.	1	2	twenties	male	Nederlands Nederlands	nl	
4484a7d273f9ba53f36cbf3877d8ff26a2ff415cf320df92fa0230ee852ec0d68a9376b6c328497daf8558c34083ace311c07edf95408e4f23351981fe165ed2	common_voice_nl_17694063.mp3	Hij heeft concentratieproblemen.	0	2				nl	
4484a7d273f9ba53f36cbf3877d8ff26a2ff415cf320df92fa0230ee852ec0d68a9376b6c328497daf8558c34083ace311c07edf95408e4f23351981fe165ed2	common_voice_nl_17694065.mp3	De bokser lag knock-out op de mat.	1	2				nl	
4484a7d273f9ba53f36cbf3877d8ff26a2ff415cf320df92fa0230ee852ec0d68a9376b6c328497daf8558c34083ace311c07edf95408e4f23351981fe165ed2	common_voice_nl_17694067.mp3	Ik ben met de kusttram naar Knokke gereden.	0	4				nl	
60c58906051d693e862b8732be680b2d0a6dda23e5648520cd1cf196507634a48bbe4105dc650320bdf6a276fd81966705fe0a57e03aa3d026b69edcc397e53f	common_voice_nl_17694077.mp3	We hebben een uitgebreid selectie proces voor nieuwe medewerkers.	1	2	teens	male	Nederlands Nederlands	nl	
be0ad3a3ff248975902604d1a34b58097c10ef47988e10a6d27230e11e8feff2011a5a35e7d4401cbc00e0f8a004ac0390e26643fca2390eee5905fd6cb3f48c	common_voice_nl_17694159.mp3	Varkens stammen af van wilde zwijnen, maar zijn gedomesticeerd door onze voorouders.	1	2	thirties	male	Belgisch Nederlands	nl	
be0ad3a3ff248975902604d1a34b58097c10ef47988e10a6d27230e11e8feff2011a5a35e7d4401cbc00e0f8a004ac0390e26643fca2390eee5905fd6cb3f48c	common_voice_nl_17694185.mp3	Bij de verbouwing van hun huis zijn er verschillende dingen beschadigd waaronder de tegels in de gang en het parket in hun woonkamer.	1	2	thirties	male	Belgisch Nederlands	nl	
d2cf48c7d738a93e62c1471ce65f0f78f80656097f62579adef616492ef0124e61ea8dad0469afc64ac5ca31c97e9d5f719989c6d24a39ce378d660ce05c1564	common_voice_nl_17694211.mp3	Ze gebruikte de stijgbeugels om op het paard te klimmen.	0	3				nl	
49cbd6788973672d1572084af86fa7b0ae747faee46529c32d7d7a187253c036036fb404281d277304ca9e3641df30bb6f723e65f020d5775394880fe181e1a0	common_voice_nl_17694246.mp3	Het beest bleek een beer te zijn.	0	2	fourties	male	Nederlands Nederlands	nl	
60c58906051d693e862b8732be680b2d0a6dda23e5648520cd1cf196507634a48bbe4105dc650320bdf6a276fd81966705fe0a57e03aa3d026b69edcc397e53f	common_voice_nl_17694255.mp3	Het gemiddelde Belgisch gezin gebruikt jaarlijks drie duizend vijfhonderd kilowattuur aan elektrische energie.	1	2	teens	male	Nederlands Nederlands	nl	
be0ad3a3ff248975902604d1a34b58097c10ef47988e10a6d27230e11e8feff2011a5a35e7d4401cbc00e0f8a004ac0390e26643fca2390eee5905fd6cb3f48c	common_voice_nl_17694280.mp3	De auto was in panne gevallen op de oprit van de autostrade.	1	2	thirties	male	Belgisch Nederlands	nl	
d2cf48c7d738a93e62c1471ce65f0f78f80656097f62579adef616492ef0124e61ea8dad0469afc64ac5ca31c97e9d5f719989c6d24a39ce378d660ce05c1564	common_voice_nl_17694325.mp3	De atheïst ging in discussie met zijn christelijke vrienden.	2	3				nl	
5975dfa041dcc7424593a3e28b359cb6d4c18c7393ee8e8c421c59b01ec193f6465518c4818a7a6c79f6e34e45fd439ca149c9d261ad44c9f96a8bda0efd01af	common_voice_nl_17694335.mp3	Die Ferrari is zijn paradepaardje.	0	2	twenties	male	Nederlands Nederlands	nl	
60c58906051d693e862b8732be680b2d0a6dda23e5648520cd1cf196507634a48bbe4105dc650320bdf6a276fd81966705fe0a57e03aa3d026b69edcc397e53f	common_voice_nl_17694345.mp3	Die wegwerkzaamheden zijn aangeduid met pionnen.	1	2	teens	male	Nederlands Nederlands	nl	
9c0f2e7e8ae10ab5af81e8156efdbc6c5d55e076f32de7ca1da50b18aa6f6e96449399183b82ecefc56237ae08bd857e77eafd41fdf194140a62f55ed62b8e41	common_voice_nl_17694353.mp3	Steen, papier, schaar wordt vaak gebruikt om een keuze te beslechten.	1	2	twenties	male	Nederlands Nederlands	nl	
047978faae394b28a4dac291053f30dd70f5a8c82cdb5de550a419b332bec9d3fccfc89a9f67e53b5e96a0af27a2f0fb6a29f9f43b88d0ec4d2d0a2fa0c86c2f	common_voice_nl_17694366.mp3	Die politieke partij is eerder rechts en heeft een sterke achterban.	0	3				nl	
60c58906051d693e862b8732be680b2d0a6dda23e5648520cd1cf196507634a48bbe4105dc650320bdf6a276fd81966705fe0a57e03aa3d026b69edcc397e53f	common_voice_nl_17694367.mp3	Is die rode Mercedes van Linda?	1	2	teens	male	Nederlands Nederlands	nl	
60c58906051d693e862b8732be680b2d0a6dda23e5648520cd1cf196507634a48bbe4105dc650320bdf6a276fd81966705fe0a57e03aa3d026b69edcc397e53f	common_voice_nl_17694383.mp3	Ze plofte in de zitzak.	1	2	teens	male	Nederlands Nederlands	nl	
047978faae394b28a4dac291053f30dd70f5a8c82cdb5de550a419b332bec9d3fccfc89a9f67e53b5e96a0af27a2f0fb6a29f9f43b88d0ec4d2d0a2fa0c86c2f	common_voice_nl_17694398.mp3	Daarom is het best dat er ook gewerkt wordt met transcripties van gebruikte data.	1	2				nl	
047978faae394b28a4dac291053f30dd70f5a8c82cdb5de550a419b332bec9d3fccfc89a9f67e53b5e96a0af27a2f0fb6a29f9f43b88d0ec4d2d0a2fa0c86c2f	common_voice_nl_17694400.mp3	Herinner mij eraan om je nog een mailtje te sturen.	0	3				nl	
9c0f2e7e8ae10ab5af81e8156efdbc6c5d55e076f32de7ca1da50b18aa6f6e96449399183b82ecefc56237ae08bd857e77eafd41fdf194140a62f55ed62b8e41	common_voice_nl_17694413.mp3	De dolfijnen sprongen uit het water voor de boeg van het schip.	1	2	twenties	male	Nederlands Nederlands	nl	
9c0f2e7e8ae10ab5af81e8156efdbc6c5d55e076f32de7ca1da50b18aa6f6e96449399183b82ecefc56237ae08bd857e77eafd41fdf194140a62f55ed62b8e41	common_voice_nl_17694415.mp3	Loopschoenen zijn ontwikkeld om optimale steun te geven aan je voet.	0	2	twenties	male	Nederlands Nederlands	nl	
60c58906051d693e862b8732be680b2d0a6dda23e5648520cd1cf196507634a48bbe4105dc650320bdf6a276fd81966705fe0a57e03aa3d026b69edcc397e53f	common_voice_nl_17694447.mp3	Het is verboden om walvissen te vangen en op te eten.	0	2	teens	male	Nederlands Nederlands	nl	
fa543a72f25c9b98e86d253bc55d465d715b6bb39dd3c7b1ed823c52fd184a9e74b9234a9f913c71d09aa96fb4d51509852f3f2c3b323b0abbc4ec688fd3fecc	common_voice_nl_17694456.mp3	De kast staat voor de deur.	1	2	teens	male		nl	
534e03604c1a0b63271d794367b4f59d1c85ee79200a3ca851df40fe8c1f00c5087886fd59aaa57a7a661b14533f7dd56b4b8eb2022b4f6feffa234addfa3b9a	common_voice_nl_17694489.mp3	Zijn oog was ontstoken.	0	3				nl	
534e03604c1a0b63271d794367b4f59d1c85ee79200a3ca851df40fe8c1f00c5087886fd59aaa57a7a661b14533f7dd56b4b8eb2022b4f6feffa234addfa3b9a	common_voice_nl_17694491.mp3	's ochtends zit het gras vol dauw.	1	4				nl	
a60d8c595ef55a388d43767523fd5d10543e5919d9fc3897fdb097b5e6d5d259f0e13e93c75777da1ec7aec284ed2a8f60bce94a6e240d06a9f497436685cdc2	common_voice_nl_17694495.mp3	Je kan geen woning bouwen in agrarisch gebied.	0	2				nl	
534e03604c1a0b63271d794367b4f59d1c85ee79200a3ca851df40fe8c1f00c5087886fd59aaa57a7a661b14533f7dd56b4b8eb2022b4f6feffa234addfa3b9a	common_voice_nl_17694502.mp3	De dakgoot zit verstopt en het water lekt naar beneden langs de gevel.	1	2				nl	
4fa3526816a1f820d473229b18e0366232f3cf6991ff4f9150076c11bd667d3e00f2aee9831fd7c65beb1f3300194e06d230e807aa9915fc7ad9151f642cda96	common_voice_nl_17694557.mp3	Hij wikkelde de verse vis in een bundel krantenpapier.	1	2	twenties	male	Nederlands Nederlands	nl	
4fa3526816a1f820d473229b18e0366232f3cf6991ff4f9150076c11bd667d3e00f2aee9831fd7c65beb1f3300194e06d230e807aa9915fc7ad9151f642cda96	common_voice_nl_17694560.mp3	Hij stoeft te vaak.	0	2	twenties	male	Nederlands Nederlands	nl	
2585c10bbb6a213814766570688ebb06b48f2524f99ecf1e757a47969c321f8630122f3463575ad9a0c0fb424c6e7a53e9c209acb827dce07b8a1febdffa654f	common_voice_nl_17694583.mp3	Romeo sprak tegen Julia die op het balkon stond.	2	3	thirties	male	Nederlands Nederlands	nl	
f8a1cbb3fb7281111e641ab3df2186d92802907a28cfe2f2e9be503754b86d4223e6297c6ec08731c2aa1a49c5dc042bc9e419812b2fe8dcd120738ed223f5e9	common_voice_nl_17694672.mp3	De Verenigde Staten is het enige Westerse land dat de doodstraf nog toepast.	0	2				nl	
ca0346f44f7cdddee7c0abd54e24a36d9db8fd091ba9b2936be2bb7a8d99554de05b0e2d0f0f56695b8fb7053feaac4ef6a85c7e327c9145a33b43065adc7741	common_voice_nl_17694723.mp3	Het bijtend product had de parket permanent beschadigd.	1	2				nl	
f0d60d6e33b1d17c12a2347ef42d6ea3a81a1b507299ac52c44898d7d4cb9c5fe765afa832d0aeb47a295e160e9c73af33814a6f4f24e339a0486d4e4464262f	common_voice_nl_17694725.mp3	Al jarenlang verkleinen de gletsjers overal in de wereld.	2	3				nl	
f0d60d6e33b1d17c12a2347ef42d6ea3a81a1b507299ac52c44898d7d4cb9c5fe765afa832d0aeb47a295e160e9c73af33814a6f4f24e339a0486d4e4464262f	common_voice_nl_17694727.mp3	Ze feestten verder tot in de vroege uurtjes.	0	3				nl	
e9011c81585f8bd359d00abe17ba0a2d75fbc2a6a06d8adb4ed20a931baf30e1d5a0ace00fd46e3837f9eda59f31f79fa1f2c25bf3510ce86192d363e6d678bc	common_voice_nl_17694734.mp3	Drink je het liefst koffie of thee?	0	3				nl	
e9011c81585f8bd359d00abe17ba0a2d75fbc2a6a06d8adb4ed20a931baf30e1d5a0ace00fd46e3837f9eda59f31f79fa1f2c25bf3510ce86192d363e6d678bc	common_voice_nl_17694735.mp3	De arbeidsinspectie is langsgeweest en heeft hem betrapt op zwartwerken.	1	2				nl	
e9011c81585f8bd359d00abe17ba0a2d75fbc2a6a06d8adb4ed20a931baf30e1d5a0ace00fd46e3837f9eda59f31f79fa1f2c25bf3510ce86192d363e6d678bc	common_voice_nl_17694737.mp3	De atheïst ging in discussie met zijn christelijke vrienden.	1	2				nl	
d54c2dd71340c05f7635d1ff692e0b1f78b5e8b3e4f4cb310f4faedf80255d6c4b2ec92c4b98a4223d508a04665a358668f291ddaf60b8b8105fc79c9d18242d	common_voice_nl_17694762.mp3	De schoonmaakploeg was net gepasseerd in de vrouwentoiletten.	0	2	twenties	male	Nederlands Nederlands	nl	
e9011c81585f8bd359d00abe17ba0a2d75fbc2a6a06d8adb4ed20a931baf30e1d5a0ace00fd46e3837f9eda59f31f79fa1f2c25bf3510ce86192d363e6d678bc	common_voice_nl_17694773.mp3	Mijn trekrugzak woog achttien kilo toen we die trektocht maakten.	1	2				nl	
d54c2dd71340c05f7635d1ff692e0b1f78b5e8b3e4f4cb310f4faedf80255d6c4b2ec92c4b98a4223d508a04665a358668f291ddaf60b8b8105fc79c9d18242d	common_voice_nl_17694781.mp3	De stuntman heeft zich verwond tijdens zijn acrobatentoeren voor de nieuwe actiefilm.	2	3	twenties	male	Nederlands Nederlands	nl	
f0d60d6e33b1d17c12a2347ef42d6ea3a81a1b507299ac52c44898d7d4cb9c5fe765afa832d0aeb47a295e160e9c73af33814a6f4f24e339a0486d4e4464262f	common_voice_nl_17694802.mp3	Na het winnen van de vierde set moest de titanenstrijd in de vijfde set beslecht worden.	1	2				nl	
d54c2dd71340c05f7635d1ff692e0b1f78b5e8b3e4f4cb310f4faedf80255d6c4b2ec92c4b98a4223d508a04665a358668f291ddaf60b8b8105fc79c9d18242d	common_voice_nl_17694804.mp3	We eten bijna nooit aan de tafel.	0	2	twenties	male	Nederlands Nederlands	nl	
d54c2dd71340c05f7635d1ff692e0b1f78b5e8b3e4f4cb310f4faedf80255d6c4b2ec92c4b98a4223d508a04665a358668f291ddaf60b8b8105fc79c9d18242d	common_voice_nl_17694817.mp3	Zou je me even kunnen helpen om die kast te verplaatsen?	0	2	twenties	male	Nederlands Nederlands	nl	
0fca93407be6d482019f2463e60fbafdf598a82517e63ca906332e5e185143ff2bb5b76e50e96751c594edc3f045d75ecce29fcbc5b2d49b698053d8160fe17b	common_voice_nl_17694845.mp3	Het Louvre kan je vinden in het centrum van Parijs, niet ver van de Eiffeltoren.	1	2				nl	
0fca93407be6d482019f2463e60fbafdf598a82517e63ca906332e5e185143ff2bb5b76e50e96751c594edc3f045d75ecce29fcbc5b2d49b698053d8160fe17b	common_voice_nl_17694846.mp3	Je hebt toch nog relatief snel extra informatie gevonden.	0	3				nl	
0fca93407be6d482019f2463e60fbafdf598a82517e63ca906332e5e185143ff2bb5b76e50e96751c594edc3f045d75ecce29fcbc5b2d49b698053d8160fe17b	common_voice_nl_17694847.mp3	Je moet het hout splijten in de nerfrichting.	0	3				nl	
0fca93407be6d482019f2463e60fbafdf598a82517e63ca906332e5e185143ff2bb5b76e50e96751c594edc3f045d75ecce29fcbc5b2d49b698053d8160fe17b	common_voice_nl_17694850.mp3	Pas op dat je geen kwikdamp inademt.	0	2				nl	
be5c34004b2e28052de068527ef9622fe3e77f28052644ae1674e2c54d9069fc955f5337807c46e4f22bab42bbf37f5942a61026cdbb1f98449339a9035ae217	common_voice_nl_17694860.mp3	Zoals de meeste kinderen van haar klas ging ze op woensdagnamiddag naar de opvang.	0	2				nl	
2ffb66d5c3d6556463679c4e23aebf6931afe683ee4de8ce63fb286457013812a0427688c1b26682964c568c314a67bea8a214570e25e64e5382a1a5e959573d	common_voice_nl_17694861.mp3	De een zijn dood is de ander zijn brood.	0	2	twenties	male	Nederlands Nederlands	nl	
be5c34004b2e28052de068527ef9622fe3e77f28052644ae1674e2c54d9069fc955f5337807c46e4f22bab42bbf37f5942a61026cdbb1f98449339a9035ae217	common_voice_nl_17694886.mp3	Dat is toch wel rechtstreekse concurrentie.	0	3				nl	
2ffb66d5c3d6556463679c4e23aebf6931afe683ee4de8ce63fb286457013812a0427688c1b26682964c568c314a67bea8a214570e25e64e5382a1a5e959573d	common_voice_nl_17694899.mp3	Mijn achternaam is Peeters.	0	2	twenties	male	Nederlands Nederlands	nl	
d5540bcd63366305770941a397455fa7343cc21eea80e1225eaa0044f18cdd98dc8a3749a25fcfff8cc022952bb3f653103bd60622935d5eaceeb9ea1bd50d15	common_voice_nl_17694904.mp3	Augustus zou wel eens vroeg over kunnen zijn.	1	2				nl	
2ffb66d5c3d6556463679c4e23aebf6931afe683ee4de8ce63fb286457013812a0427688c1b26682964c568c314a67bea8a214570e25e64e5382a1a5e959573d	common_voice_nl_17694908.mp3	Een muilezel is een kruising tussen een paard en een ezel.	1	2	twenties	male	Nederlands Nederlands	nl	
7efad42028f18a5e27cf9e631fe3c2b613b3bbe36d5b3208c16e7c72797c63f950c672a78e33774c66e55385e50713aa9b5c1e3c2c5884b9fde91ea8af218c19	common_voice_nl_17694916.mp3	Mijn stickercollectie zit in de kaft.	2	3				nl	
7efad42028f18a5e27cf9e631fe3c2b613b3bbe36d5b3208c16e7c72797c63f950c672a78e33774c66e55385e50713aa9b5c1e3c2c5884b9fde91ea8af218c19	common_voice_nl_17694917.mp3	Met de meester viel niet te spotten.	0	2				nl	
7efad42028f18a5e27cf9e631fe3c2b613b3bbe36d5b3208c16e7c72797c63f950c672a78e33774c66e55385e50713aa9b5c1e3c2c5884b9fde91ea8af218c19	common_voice_nl_17694922.mp3	Is dat echte natuursteen?	1	2				nl	
2ffb66d5c3d6556463679c4e23aebf6931afe683ee4de8ce63fb286457013812a0427688c1b26682964c568c314a67bea8a214570e25e64e5382a1a5e959573d	common_voice_nl_17694927.mp3	Mijn oma zit nu in het rusthuis want ze is aan het dementeren.	1	2	twenties	male	Nederlands Nederlands	nl	
7efad42028f18a5e27cf9e631fe3c2b613b3bbe36d5b3208c16e7c72797c63f950c672a78e33774c66e55385e50713aa9b5c1e3c2c5884b9fde91ea8af218c19	common_voice_nl_17694932.mp3	De pillen liggen op de bovenste plank.	0	2				nl	
7efad42028f18a5e27cf9e631fe3c2b613b3bbe36d5b3208c16e7c72797c63f950c672a78e33774c66e55385e50713aa9b5c1e3c2c5884b9fde91ea8af218c19	common_voice_nl_17694935.mp3	Haar leven hing aan een zijden draadje.	0	2				nl	
5f7b4fabb84689381f98328fa0b654e3e4f9945e3ba95f1e21197c411795e688b18342627a59afe936398c9e90fcdbf4765a9acfc69de308edf617b4184ac630	common_voice_nl_17694997.mp3	Volgens de islam is Jezus een profeet terwijl het christendom hem als de zoon van God beschouwt.	1	2				nl	
f1fb71f712675522b94d595b8c5f8d238be225a8d5d2e3f58ff1bc5852d4cfd272f8276c1caf2553e1036bdaf6908e9eb20888fec905233a1575040f1562c286	common_voice_nl_17695007.mp3	De geur van de versgebakken wafels deed mij watertanden.	2	3				nl	
f1fb71f712675522b94d595b8c5f8d238be225a8d5d2e3f58ff1bc5852d4cfd272f8276c1caf2553e1036bdaf6908e9eb20888fec905233a1575040f1562c286	common_voice_nl_17695008.mp3	De kroonjuwelen van de koningin zijn gestolen.	1	2				nl	
f1fb71f712675522b94d595b8c5f8d238be225a8d5d2e3f58ff1bc5852d4cfd272f8276c1caf2553e1036bdaf6908e9eb20888fec905233a1575040f1562c286	common_voice_nl_17695009.mp3	De politieagent heeft mij beboet nadat ik door rood ben gereden.	1	3				nl	
f1fb71f712675522b94d595b8c5f8d238be225a8d5d2e3f58ff1bc5852d4cfd272f8276c1caf2553e1036bdaf6908e9eb20888fec905233a1575040f1562c286	common_voice_nl_17695010.mp3	Door de sterke windvlagen kwam hij nauwelijks vooruit op zijn fiets.	1	2				nl	
f1fb71f712675522b94d595b8c5f8d238be225a8d5d2e3f58ff1bc5852d4cfd272f8276c1caf2553e1036bdaf6908e9eb20888fec905233a1575040f1562c286	common_voice_nl_17695011.mp3	Je vraagt je soms af wat de frequentie is van bepaalde woorden.	0	2				nl	
6b37813ad65842d0bfa13100fb147f7257296363455bee677f3185b0ad9eae2a74fd66f94bf1856394bdb05feb4e38067fdcf52f4d80595e85a37353af257404	common_voice_nl_17695031.mp3	De stemming is overmorgen.	1	2				nl	
6b37813ad65842d0bfa13100fb147f7257296363455bee677f3185b0ad9eae2a74fd66f94bf1856394bdb05feb4e38067fdcf52f4d80595e85a37353af257404	common_voice_nl_17695032.mp3	Haar leven hing aan een zijden draadje.	0	3				nl	
f843a7bd54e694fcf75d78801418ec8273ae571fcb1a62d837724d1730447734544003cbe83abfe357a764a556783ef11fa9ea88587c4bdd1555cb8d3f991059	common_voice_nl_17695071.mp3	In de late namiddag waren ze eindelijk klaar met opruimen.	0	2	thirties	male	Nederlands Nederlands	nl	
287a16b99021d18bd10a58f21f58bc3e257abea08cbfd014c47ac8e7d390f86870fd6abd0d2ab2988d88c023cefc754c9c72d228893493c08b6b86b086d3a924	common_voice_nl_17695083.mp3	De CEO van dat Japanse bedrijf is afgetreden.	0	2	thirties	male	Nederlands Nederlands	nl	
eae28e40f1f604e72f0565786d119a15590707abacc2a295e60f91604aaffcb8b891e2e765ea845cdd95ebc2bdcc29d18f46a34ee31533bb23e2857aada62c65	common_voice_nl_17695090.mp3	Madrid en Barcelona zijn de grootste steden van Spanje.	0	3				nl	
287a16b99021d18bd10a58f21f58bc3e257abea08cbfd014c47ac8e7d390f86870fd6abd0d2ab2988d88c023cefc754c9c72d228893493c08b6b86b086d3a924	common_voice_nl_17695091.mp3	Met jachtgeweren werd er op kleiduiven geschoten.	1	2	thirties	male	Nederlands Nederlands	nl	
287a16b99021d18bd10a58f21f58bc3e257abea08cbfd014c47ac8e7d390f86870fd6abd0d2ab2988d88c023cefc754c9c72d228893493c08b6b86b086d3a924	common_voice_nl_17695107.mp3	Je hebt toch nog relatief snel extra informatie gevonden.	0	2	thirties	male	Nederlands Nederlands	nl	
eae28e40f1f604e72f0565786d119a15590707abacc2a295e60f91604aaffcb8b891e2e765ea845cdd95ebc2bdcc29d18f46a34ee31533bb23e2857aada62c65	common_voice_nl_17695110.mp3	Het hoofdgerecht is een koninginnenhapje.	2	4				nl	
287a16b99021d18bd10a58f21f58bc3e257abea08cbfd014c47ac8e7d390f86870fd6abd0d2ab2988d88c023cefc754c9c72d228893493c08b6b86b086d3a924	common_voice_nl_17695126.mp3	Florida ligt op een schiereiland.	0	3	thirties	male	Nederlands Nederlands	nl	
a0134909404ce2898139cbc710b2e0285d1125d8acebaa039a9c4dcdd982f25d81bd4e0d5a56faa48c32c2eaa09fd35c5f0a8e5a93aba4c979d9e85b7c0e7a72	common_voice_nl_17695151.mp3	Is dat echte natuursteen?	0	2				nl	
3444d72849524a63ab3bb919e0e8b1d834ed482d2ca87a2518a0e6752f9256c3e300c73c7f5f86100facf2d443a1e1d542a6ce91934cee52b7fbd2887bbc6632	common_voice_nl_17695206.mp3	Online communiceren ze via de webcam.	0	2				nl	
3444d72849524a63ab3bb919e0e8b1d834ed482d2ca87a2518a0e6752f9256c3e300c73c7f5f86100facf2d443a1e1d542a6ce91934cee52b7fbd2887bbc6632	common_voice_nl_17695251.mp3	Varkens stammen af van wilde zwijnen, maar zijn gedomesticeerd door onze voorouders.	1	3				nl	
86e02207feba8b044c1a5e14c61532927ba4abf9e583e15293779a28aab542f41ef2f99ce3cad8916c50f94f45bbc76d2c21629fa96b32cc67b5da5efc19e52c	common_voice_nl_17695264.mp3	Blikjes en drankkartons mogen in de PMD zak.	0	5	sixties	male	Nederlands Nederlands	nl	
86e02207feba8b044c1a5e14c61532927ba4abf9e583e15293779a28aab542f41ef2f99ce3cad8916c50f94f45bbc76d2c21629fa96b32cc67b5da5efc19e52c	common_voice_nl_17695265.mp3	Onder andere Finland, Oostenrijk, Zweden en Cyprus behoren tot de achtentwintig Europese lidstaten.	0	2	sixties	male	Nederlands Nederlands	nl	
86e02207feba8b044c1a5e14c61532927ba4abf9e583e15293779a28aab542f41ef2f99ce3cad8916c50f94f45bbc76d2c21629fa96b32cc67b5da5efc19e52c	common_voice_nl_17695268.mp3	Elektrische scooters zijn zeer performant.	1	2	sixties	male	Nederlands Nederlands	nl	
86e02207feba8b044c1a5e14c61532927ba4abf9e583e15293779a28aab542f41ef2f99ce3cad8916c50f94f45bbc76d2c21629fa96b32cc67b5da5efc19e52c	common_voice_nl_17695278.mp3	Vier plus acht is twaalf.	1	2	sixties	male	Nederlands Nederlands	nl	
af9cc74000b5b368947891d3cabc9d7d8ff860a27a028c0e926da74fe90572dff1845ba101d82558bb115938b7b944fb82b0959ba658248022e95f9088a96733	common_voice_nl_17695295.mp3	Religie wordt ook wel eens geloof genoemd.	1	2				nl	
